,document,score,review_score,most_words,Pos_Neu_Neg
31,점심스시세트먹는데 주문받아주시는분께서 혹시 못드시는 생선있냐고 물어봐주시더라구요 비록 그런건없지만 요런서비스 너무좋아요 히히히,3.0,0.9469,"[('점심', 1), ('스시', 1), ('세트', 1), ('주문', 1), ('분', 1), ('혹시', 1), ('생선', 1), ('있냐고', 1), ('비록', 1), ('그런건', 1)]",긍정
32,국내최고의 스시장인중 한명인 최지순쉐프님이 있는곳이라서 미식가들이 즐겨찾는곳,5.0,0.9663,"[('곳', 2), ('국내', 1), ('최고', 1), ('스시', 1), ('장인', 1), ('한명인', 1), ('최', 1), ('쉐프', 1), ('있는', 1), ('미식', 1)]",긍정
33,전반적으로 스시가 짜다는 느낌을 받았고 친구는 와사비가 너무 많이들어간거같다고했어요…ㅎㅎ,5.0,0.6352,"[('전반', 1), ('스시', 1), ('느낌', 1), ('친구', 1), ('와사비', 1), ('같다고', 1)]",중립
34,근래먹었던 스시집중 가장 만족도가 높은곳이네요 ㅎㅎ,3.0,0.9568,"[('근래', 1), ('스시', 1), ('집중', 1), ('가장', 1), ('만족도', 1), ('높은', 1), ('곳', 1), ('요', 1)]",긍정
35,양대비 가격이 비싼거 같은데 나오는 스시의 질이 좋아 이해가 갑니다.,5.0,0.3368,"[('대비', 1), ('가격', 1), ('비싼거', 1), ('같은데', 1), ('스시', 1), ('질', 1), ('좋아', 1), ('이해', 1)]",중립
36,도전해서 가야하는곳 내수준엔 비싼곳ㅠㅠ 하지만 맛있는곳…!,3.0,0.2655,"[('곳', 3), ('도전', 1), ('가야', 1), ('수준', 1), ('비싼', 1), ('맛있는', 1)]",부정
37,사케랑먹었는데 부드럽고 신선하고 입에서 살살녹아요^^,5.0,0.9576,"[('사케', 1), ('부드럽고', 1), ('신선하고', 1), ('입', 1), ('살살', 1)]",긍정
38,기본셋팅도 깔끔하고 채소들도 참 신선합니다 계란찜도맛있고 초밥도 진짜맛있어요ㅠㅠ,5.0,0.9932,"[('셋팅', 1), ('깔끔하고', 1), ('채소', 1), ('신선합니다', 1), ('계란찜', 1), ('맛있고', 1), ('초밥', 1), ('진짜', 1), ('맛있어요', 1)]",긍정
39,사진 하나더 ㅎ 맛있는 스시 코스,4.0,0.9167,"[('사진', 1), ('하나', 1), ('더', 1), ('맛있는', 1), ('스시', 1), ('코스', 1)]",긍정
40,맛있는 스시집! 내가 좋아하는 우니 군함말이 !! 굿,4.0,0.9877,"[('맛있는', 1), ('스시', 1), ('집', 1), ('내', 1), ('좋아하는', 1), ('군함', 1), ('말', 1), ('굿', 1)]",긍정
41,기념일이라서 여자친구데리고 맘먹고갔습니다! 대만족이에요! 또 갈수있을까싶지만 한번쯤은 꼭와야할곳인듯,5.0,0.9929,"[('기념일', 1), ('여자친구', 1), ('데리', 1), ('맘', 1), ('만족', 1), ('또', 1), ('한번', 1), ('꼭', 1), ('야할', 1), ('곳', 1)]",긍정
42,"가격은세긴한데 서비스,맛,분위기전부 가격값합니다",4.0,0.1944,"[('가격', 2), ('서비스', 1), ('맛', 1), ('분위기', 1), ('전부', 1), ('값', 1)]",부정
43,호텔급보다 훨씬 맛있는곳 미리예약해서 가세요,4.0,0.9592,"[('호텔', 1), ('맛있는', 1), ('곳', 1), ('미리', 1), ('예약', 1), ('가세', 1)]",긍정
44,강남 최고의 스시집이라 할수 있는 스시선수! 역시 맛있어요!,5.0,0.9943,"[('스시', 2), ('강남', 1), ('최고', 1), ('집', 1), ('있는', 1), ('선수', 1), ('역시', 1), ('맛있어요', 1)]",긍정
45,도산공원에 있는 스시선수! 하이야트 일식당 주방장 출신인 최세훈세프가 운영하는 정통 스시집이다. 가격은 비싸지만 만족도가 높은 곳. 점심에 이용하기를 추천합니다.,5.0,0.9813,"[('스시', 2), ('도산', 1), ('공원', 1), ('있는', 1), ('선수', 1), ('하이', 1), ('트', 1), ('식당', 1), ('주방', 1), ('출신', 1)]",긍정
46,스시초희의 최세프가 새롭게 오픈한 스시선수. 최근에는 최세프가 직접 스시를 잡는 경우가 아주 드물다. 카운터 보다는 룸에서의 손님이 더 많은 것도 아쉽다. 초심으로 돌아와서 최세프의 손맛을 보았으면 하는 곳,3.0,0.9431,"[('스시', 3), ('최세프', 3), ('초희', 1), ('새롭게', 1), ('오픈', 1), ('선수', 1), ('최근', 1), ('직접', 1), ('경우', 1), ('아주', 1)]",긍정
47,개인적으로 서울에서 가장 좋아하는 스시집 중 한 곳. 신라호텔 일식당 아리아께와 스시초희에서 20여 년 경력을 쌓으신 최지훈 셰프님이 독립해 나오신 곳으로 생선 하나하나 다 신선하고 맛있어요. 밥 역시도 찰짐이나 온도 등 모든 게 잘 맞아요.,3.5,0.9939,"[('스시', 2), ('곳', 2), ('하나', 2), ('개인', 1), ('서울', 1), ('가장', 1), ('좋아하는', 1), ('집', 1), ('중', 1), ('신라', 1)]",긍정
48,개인적으로 우리나라 스시집중 최고!! 일식중최고!! 일본에서 먹엇던 미슐렝 레스토랑들 버금가는거같아요~~~,4.0,0.9916,"[('최고', 2), ('개인', 1), ('우리나라', 1), ('스시', 1), ('집중', 1), ('일식', 1), ('일본', 1), ('던', 1), ('미슐렝', 1), ('레스토랑', 1)]",긍정
49,아주 깔끔했습니다.,3.0,0.9708,"[('아주', 1), ('깔끔했습니다', 1)]",긍정
50,아주 만족스러웠음,4.0,0.9786,"[('아주', 1), ('만족스러웠음', 1)]",긍정
51,괜찮었어요,3.0,0.8265,"[('괜찮었어요', 1)]",긍정
52,대한민국 최고의 스시집.,3.5,0.9426,"[('대한민국', 1), ('최고', 1), ('스시', 1), ('집', 1)]",긍정
53,합리적인 가격의 스시코스,4.0,0.7479,"[('합리', 1), ('가격', 1), ('스시', 1), ('코스', 1)]",긍정
54,먹고싶을만했었어요,3.0,0.7844,[],긍정
55,진짜 또 가고 싶은 맘이에요,3.0,0.9749,"[('진짜', 1), ('또', 1), ('맘', 1)]",긍정
56,그럭저럭 훌륭했던거 같아요,4.0,0.7941,"[('훌륭했던거', 1), ('같아요', 1)]",긍정
57,먹고싶어요,4.0,0.7844,[],긍정
58,또 오고 싶다능 맛집 of 맛집이라능,4.0,0.9389,"[('능', 2), ('맛집', 2), ('또', 1)]",긍정
59,최지훈 실장님이 오픈하셨어요~ 스시바에서 꼭!!,4.0,0.9005,"[('최지훈', 1), ('실장', 1), ('오픈', 1), ('스시', 1), ('바', 1), ('꼭', 1)]",긍정
0,씹는 맛이 좋습니다~!,4.4,0.9285,"[('맛', 1), ('좋습니다', 1)]",긍정
1,줄서있는데 재촉하듯이 그래서 얼떨결에 주문하고 바로 바꾸려했는데 주문 이미 들어가서 안 된다고..😕,3.3,0.0185,"[('주문', 2), ('줄', 1), ('있는데', 1), ('재촉', 1), ('듯이', 1), ('얼떨결', 1), ('바로', 1), ('안', 1)]",부정
2,좋았어용 ! 재방문의사 100000%%%,3.8,0.9423,"[('좋았어용', 1), ('재', 1), ('방문', 1), ('의사', 1)]",긍정
3,맛있어요가끔 생각나는 맛!웨이팅 많은 것만 빼면 종종 가고싶은 곳 입니다~~,3.7,0.9898,"[('맛있어요', 1), ('가끔', 1), ('맛', 1), ('웨이', 1), ('팅', 1), ('많은', 1), ('것', 1), ('종종', 1), ('곳', 1), ('입니다', 1)]",긍정
4,극찬이 주를 이루어서 기대한곳이지만 먹고나서는 물음표를 가득 달고나옴,4.0,0.2365,"[('극찬', 1), ('주', 1), ('기대한', 1), ('곳', 1), ('물음표', 1), ('가득', 1), ('달고나', 1), ('옴', 1)]",부정
5,돈가스 여기만 감,4.9,0.4973,"[('돈가스', 1), ('여기', 1), ('감', 1)]",중립
6,최.애 돈까스살살녹아여,3.4,0.8366,"[('최', 1), ('애', 1), ('돈까스', 1), ('살살', 1)]",긍정
7,좀 느끼해요ㅠ,3.0,0.0806,"[('좀', 1), ('느끼해요', 1)]",부정
8,맛남,4.4,0.7183,"[('맛남', 1)]",긍정
9,인생 최고의 돈가-스 였읍니다,2.4,0.9575,"[('인생', 1), ('최고', 1), ('돈', 1), ('스', 1), ('읍니', 1)]",긍정
10,리뉴얼하고나서는 처음 방문이었는데 예전이랑 맛도 똑같고 좋아요,4.6,0.8302,"[('리뉴얼', 1), ('처음', 1), ('방문', 1), ('예전', 1), ('맛', 1), ('똑같고', 1), ('좋아요', 1)]",긍정
11,진짜 다시는 가고 싶지 않은 곳안심카츠에서 머리카락나옴 미안하다는 말 한마디 없이 갑자기 주방으로 가더니 다시와서 한조각재조리해드릴까요? 어찌됐든 사과가 먼저 아닌가생각이 듬 입맛버려서 그 자리에서 바로 나옴,4.5,0.4398,"[('진짜', 1), ('곳', 1), ('안심', 1), ('카츠', 1), ('머리카락', 1), ('미안하다는', 1), ('말', 1), ('한마디', 1), ('갑자기', 1), ('주방', 1)]",중립
12,분위기 좋고 안심돈까스 부드럽고 맛있네요. 20-30분 웨이팅 있었음.,1.0,0.9631,"[('분위기', 1), ('좋고', 1), ('안심', 1), ('돈까스', 1), ('부드럽고', 1), ('맛있네요', 1), ('웨이', 1), ('팅', 1), ('있었음', 1)]",긍정
13,대학로점보다 더 맛난 듯?,5.0,0.5284,"[('대학로', 1), ('점', 1), ('더', 1), ('맛', 1), ('듯', 1)]",중립
14,역시 찐 맛집,4.3,0.7966,"[('역시', 1), ('맛집', 1)]",긍정
15,최고의돈까스,4.0,0.9083,"[('최고', 1), ('돈까스', 1)]",긍정
16,첨 갔을땐 음 갠찮은데 싶더니 반복해서 갈수록 별로.. 장국도 고기국이라 느끼하고 안심이 언젠가부터 피맛? 같은게 나고 별로임 가격 대비 그냥 그럼..  내방에 있는 ㅇㅈㄷㄱㅅ가 더 맛있겠다..,3.8,0.0766,"[('별로', 2), ('땐', 1), ('음', 1), ('갠찮은데', 1), ('반복', 1), ('갈수록', 1), ('장국도', 1), ('국', 1), ('느끼하고', 1), ('안심', 1)]",부정
17,웨이팅 있는 것에 비해 정말 그냥저냥이었어요ㅠ카레도 보통이었습니다위생은 정말 좋아보였고 깔끔해보였어요남자친구는 등심돈까스 먹었는데 좀 느끼했다고 ,5.0,0.5883,"[('정말', 2), ('웨이', 1), ('팅', 1), ('있는', 1), ('것', 1), ('저', 1), ('카레', 1), ('보통', 1), ('위생', 1), ('좋아', 1)]",중립
18, ㅠ,5.0,0.283,[],부정
19,친절했고 맛도 있었음!,4.4,0.9412,"[('친절했고', 1), ('맛', 1), ('있었음', 1)]",긍정
20,불친절 맛도없음,3.8,0.0218,"[('불친절', 1), ('맛', 1), ('없음', 1)]",부정
21,2021 여름 카운트 보는 여자 싸가지가 없었다 서빙 여자도 싸가지고 없었고      대기하는 손님있고 이름좀 있다 싶으면 손님들 별로 귀하게 생각안함    돈 까스 느끼함    저런류 돈까스 집은 널리거 널려서 재방문 안할것임,2.7,0.0138,"[('싸가지', 2), ('손님', 2), ('여름', 1), ('카운트', 1), ('여자', 1), ('없었다', 1), ('서빙', 1), ('여자도', 1), ('없었고', 1), ('대기', 1)]",부정
22,등심은 약간 냄새나요,1.7,0.0983,"[('등심', 1), ('약간', 1), ('냄새', 1), ('요', 1)]",부정
23,등심,3.3,0.2357,"[('등심', 1)]",부정
24, 안심은 최고예요. 다른 메뉴는 그냥 그래요,2.3,0.9292,"[('안심', 1), ('최고', 1), ('다른', 1), ('메뉴', 1), ('그냥', 1), ('그래요', 1)]",긍정
25,분위기 좋고 서비스 친절해요. 돈까스는 등심안심 같이 나오는 1인분 시켰는데,1.6,0.9593,"[('분위기', 1), ('좋고', 1), ('서비스', 1), ('친절해요', 1), ('돈까스', 1), ('등심', 1), ('안심', 1), ('인분', 1)]",긍정
26, 속살은 부드럽고 겉은 바삭하고 식감이 넘 좋아요. 근데 진짜 잡내가 납니다 ㅜㅜ 특히 안심이요... 그거 빼곤 다 좋아요,3.7,0.985,"[('좋아요', 2), ('살', 1), ('부드럽고', 1), ('겉', 1), ('바삭', 1), ('식감', 1), ('진짜', 1), ('안심', 1), ('그거', 1)]",긍정
27,유명해서 기대를 품고 가봤는데 그냥 그랬다.요즘 카츠 맛집이 워낙 많아서 그런가 메리트가 없다고 느낌.매장 깨끗하고 분위기 좋음,3.8,0.8334,"[('유명해서', 1), ('기대', 1), ('그냥', 1), ('그랬다', 1), ('요즘', 1), ('카츠', 1), ('맛집', 1), ('워낙', 1), ('많아서', 1), ('런가', 1)]",긍정
28,나오자마자 눅눅한 튀김옷...고기는 괜춘해요,4.1,0.1881,"[('눅눅한', 1), ('튀김', 1), ('옷', 1), ('고기', 1), ('괜춘해', 1)]",부정
29,자주 가는 곳인데 이전하고 나서 칸막이가 없어지고 공간이 전체적으로 소리가 울려서 시끄러워진 게 아쉬워요맛은 여전히 맛있고 레몬소금이 제일 좋아요,4.2,0.9325,"[('자주', 1), ('곳', 1), ('이전', 1), ('칸막이', 1), ('공간', 1), ('전체', 1), ('소리', 1), ('시끄러워진', 1), ('게', 1), ('아쉬워요', 1)]",긍정
30,새우+안심 돈까스,4.1,0.8447,"[('새우', 1), ('안심', 1), ('돈까스', 1)]",긍정
31, 등심 돈까스 주문했습니다이렇게 큰 새우는 처음보고 바삭하고 맛있음다음엔 각자 새우세트로 먹기로 했습니다카레는 굳이 주문 안해도 될 듯 (그럭저럭)잘먹고갑니다 재방문의사 1000000%,2.3,0.6448,"[('주문', 2), ('등심', 1), ('돈까스', 1), ('처음', 1), ('보고', 1), ('바삭', 1), ('맛있음', 1), ('다음', 1), ('각자', 1), ('새우', 1)]",중립
32,이 가격에 이맛이라면 최고입니다. 강남올때마다 자주 찾아가는 돈가스 맛집!,3.7,0.9741,"[('이', 1), ('가격', 1), ('맛', 1), ('라면', 1), ('최고', 1), ('입니다', 1), ('강남', 1), ('때', 1), ('자주', 1), ('돈가스', 1)]",긍정
33,서울에서 먹은 돈까스 중에 제일 맛있어요! 자리가 좀 다닥다닥 붙어있고 테이블이 작은건 좀 불편한데 그래도 자리가 적어서 웨이팅이 길어지는 것 보단 나은 것 같아요.,4.6,0.9451,"[('자리', 2), ('좀', 2), ('것', 2), ('서울', 1), ('돈까스', 1), ('중', 1), ('제일', 1), ('맛있어요', 1), ('테이블', 1), ('작은건', 1)]",긍정
34,음식늦게나오는편 하지만 그걸 까먹게 해주는 맛,3.9,0.3207,"[('음식', 1), ('편', 1), ('맛', 1)]",부정
35,맛은 있는데 항상 음식이 너무 늦게 나와요 웨이팅도 20분 기다리고 들어가는데 메뉴도 30분 이상 기다려야 나오면 밥은 언제 먹을 수 있나요.. 미리 주문도 받는데 이렇게까지 늦게 나오는 게 이해가 안되네요,4.0,0.026,"[('맛', 1), ('있는데', 1), ('항상', 1), ('음식', 1), ('웨이팅', 1), ('메뉴', 1), ('이상', 1), ('밥', 1), ('언제', 1), ('수', 1)]",부정
36,안심돈까스,4.0,0.8433,"[('안심', 1), ('돈까스', 1)]",긍정
37,고기가 너무 기름진 것 같았어요🤔,4.7,0.1794,"[('고기', 1), ('것', 1), ('같았어요', 1)]",부정
38,특로스카츠(가브리+등심)아.. 맛있다....돈까스는 당연히 너무 맛있고,4.0,0.9934,"[('특', 1), ('로스', 1), ('카츠', 1), ('브리', 1), ('등심', 1), ('맛있다', 1), ('돈까스', 1), ('당연히', 1), ('맛있고', 1)]",긍정
39, 소스류나 밑반찬도 느끼함 잡기에 이만하면 됐고,4.7,0.731,"[('소스류', 1), ('밑반찬', 1), ('느끼함', 1), ('잡기', 1), ('이만', 1)]",긍정
40,톤지루 장국만 좀 더 어떻게 바꿔주면 안될까 ㅎ..안심카츠부드럽고 맛있음.근데 손은 특로스로만 간다.카레(보통맛)보통맛도 꽤 매운편이라 물리는걸 잡기에 충분.밥에 얹어먹으면 단백>탄수>단백>탄수 열차 직행.음료시키면 얼음컵 주시는데 감동했습니다 ㅋㅋㅋ서울경기권 접근성 좋게 분점도 많으니까 가볼만해요.난 무한특로스!,3.9,0.9885,"[('특', 2), ('로스', 2), ('보통', 2), ('맛', 2), ('단백', 2), ('탄수', 2), ('톤지루', 1), ('장국', 1), ('좀', 1), ('더', 1)]",긍정
41,얌!,4.8,0.4729,"[('얌', 1)]",중립
42,가격만큼의 맛입니다.,4.5,0.2497,"[('가격', 1), ('맛', 1), ('입니다', 1)]",부정
43,오랜만에 먹었는데 생각보다 안부드러웠어요 ㅜㅜ,4.2,0.458,"[('만', 1), ('생각', 1), ('부드러웠어요', 1)]",중립
44,육질이 정말 끝내주고 좋아요. 행복한 시간이었어요.,3.6,0.9606,"[('육질', 1), ('정말', 1), ('끝내주고', 1), ('좋아요', 1), ('행복한', 1), ('시간', 1)]",긍정
45,서비스 ㄹㅇ 불친절함,4.8,0.0337,"[('서비스', 1), ('불친절함', 1)]",부정
46, 대기 중 주문 받을 때부터 독촉하고 음식 나올 때 내려 놓는게 아니라 거의 던져주는 수준이었음.. 앞머리 커튼 친 여자 종업원 진짜 심각함맛은 정돈이라서 그냥 괜찮은 정도서비스보단 맛이 중요하다고 생각하는 입장인데 여기는 너무 불친절한 탓에 밥맛도 떨어지는거라 별 2개,3.7,0.006,"[('때', 2), ('맛', 2), ('대기', 1), ('중', 1), ('주문', 1), ('독촉', 1), ('음식', 1), ('아니라', 1), ('거의', 1), ('수준', 1)]",부정
47,싸고 맛잇음,4.6,0.8013,"[('맛', 1)]",긍정
48,지점 옮겨서 오픈했습니다. 맛있습니다.웨이팅 30분넘게 기다린다면 재방문 X웨이팅 없다면 재방문합니다.,4.1,0.9064,"[('웨이', 2), ('팅', 2), ('재', 2), ('방문', 2), ('지점', 1), ('오픈', 1), ('맛있습니다', 1), ('없다면', 1)]",긍정
49,안심 새우가 23000원 후덜덜 .. 맛은 쏘쏘,4.5,0.9257,"[('안심', 1), ('새우', 1), ('후', 1), ('덜덜', 1), ('맛', 1)]",긍정
50,대체제,5.0,0.4582,"[('체제', 1)]",중립
51, 상위호환이 좀 생겨서 4점..웨이팅 얼마 없으면 갈 듯함. 맛은 충분히 있긴 함.,3.5,0.8514,"[('상위호환', 1), ('좀', 1), ('점', 1), ('웨이', 1), ('팅', 1), ('얼마', 1), ('없으면', 1), ('듯함', 1), ('맛', 1), ('충분히', 1)]",긍정
52,돈까스 맛은 훌륭한데 직원분들 뭐 달라고 하면그냥 씹으심 소스 더달라한거 3번씹힘 (평일 8시),3.9,0.2735,"[('달라', 2), ('돈까스', 1), ('맛', 1), ('훌륭한데', 1), ('직원', 1), ('뭐', 1), ('그냥', 1), ('심', 1), ('소스', 1), ('더', 1)]",부정
53,맛있었어요.,4.5,0.9502,"[('맛있었어요', 1)]",긍정
54,가격은 살짝 있지만 진짜 부드럽고 맛있어요 돈까스먹으면 항상 체하는데 여기꺼먹고 안체함,3.9,0.988,"[('가격', 1), ('살짝', 1), ('있지만', 1), ('진짜', 1), ('부드럽고', 1), ('맛있어요', 1), ('돈까스', 1), ('항상', 1), ('체', 1), ('안체함', 1)]",긍정
55,여긴 인정이죠 한번쯤 꼭 드셔보세요,4.2,0.9708,"[('인정이', 1), ('한번', 1), ('꼭', 1)]",긍정
56,맛있었어요,4.3,0.9502,"[('맛있었어요', 1)]",긍정
57,양 많고 유명한 이유가 있죠..근데 튀김만 먹으면 소화가 안돼요ㅠㅠ1인 1메뉴 필수입니다~ 그래서 남겼어요..카레 맛있어요.. 웨이팅은 여전히 있어요,2.9,0.9192,"[('양', 1), ('많고', 1), ('유명한', 1), ('이유', 1), ('있죠', 1), ('튀김', 1), ('소화', 1), ('인', 1), ('메뉴', 1), ('필수', 1)]",긍정
58,말뭐 존맛,3.5,0.876,"[('말뭐', 1), ('존맛', 1)]",긍정
59,마싯,3.8,0.8584,[],긍정
60,정말 말랑쫄깃미쳤습니다,4.4,0.7816,"[('정말', 1), ('말', 1), ('쫄깃', 1), ('미쳤습니다', 1)]",긍정
61,서울 내 돈까스중 최고,4.8,0.9321,"[('서울', 1), ('내', 1), ('돈까스', 1), ('최고', 1)]",긍정
62,물만합디더,4.0,0.1655,"[('물', 1), ('더', 1)]",부정
63,몇년 전 신사점에서 먹고 실망했는데,4.1,0.0516,"[('년', 1), ('전', 1), ('점', 1), ('실망했는데', 1)]",부정
64,강남점은 평이 좋길래 미워도 다시 한번,3.5,0.7467,"[('강남', 1), ('점', 1), ('평이', 1), ('좋길래', 1), ('다시', 1), ('한번', 1)]",긍정
65,결과적으로 매우매우 탁월한 선택이었읍니댜 ^0^튀김옷 얇고 바삭하니 굿굿!!안심이 특히나 맛있음!!,4.7,0.9961,"[('매우', 2), ('결과', 1), ('탁월한', 1), ('선택', 1), ('읍', 1), ('댜', 1), ('튀김', 1), ('옷', 1), ('얇고', 1), ('바삭', 1)]",긍정
66,특등심돈까스와 안심까스. 돈까스가 상향평준화됐다곤 하지만 그중에서도 여전히 맛있는 곳. 맛집은 고깃집에 편중되어 있는 강남바닥에서 (이것도 고기긴 하지만) 소중한 곳이다. 주말 저녁 장사 오픈 5분 전쯤 대기하고 있으니 5시에 바로 들어가서 먹었다.,5.0,0.9092,"[('돈까스', 2), ('곳', 2), ('특등', 1), ('심', 1), ('스', 1), ('상향', 1), ('평준화', 1), ('중', 1), ('여전히', 1), ('맛있는', 1)]",긍정
67,음식 나오기까지 시간이 좀 걸리지만 개인적으로 강남역 돈까스 원탑인듯...겉바속촉,3.5,0.2296,"[('음식', 1), ('시간', 1), ('좀', 1), ('개인', 1), ('강남역', 1), ('돈까스', 1), ('탑인', 1), ('듯', 1), ('겉바', 1), ('촉', 1)]",부정
68,최고,3.7,0.953,"[('최고', 1)]",긍정
69,소스보단 소금에 찍어드세요!! 정말 맛있어요 ㅎㅎ,5.0,0.9754,"[('소스', 1), ('소금', 1), ('정말', 1), ('맛있어요', 1)]",긍정
70,고급맛,3.7,0.9016,"[('고급', 1), ('맛', 1)]",긍정
71,+_+돼지고기에 무랑 당근으로 우린 장국도 맛있었어용,3.1,0.9438,"[('돼지고기', 1), ('무', 1), ('당근', 1), ('우린', 1), ('장국도', 1), ('맛있었어용', 1)]",긍정
72,안심돈까스 먹었습니다.취향때문인지,4.5,0.7246,"[('안심', 1), ('돈까스', 1), ('취향', 1), ('때문', 1)]",긍정
73, 너무좋았습니다.220g이면 양도 적당하고육즙이 살아 있는 맛도 좋고정성도 담겨 있는 플래이트먹은지 5시간 지났는데 이글 쓰면서 군침이 도네요.다음엔 등심으로 먹어보고추가로 후기 올리겠습니다.,3.2,0.9911,"[('있는', 2), ('좋았습니다', 1), ('이면', 1), ('양도', 1), ('적당하고', 1), ('육즙', 1), ('살', 1), ('맛', 1), ('좋고', 1), ('정성', 1)]",긍정
74,와..연돈가면 이런맛일까?,3.0,0.6191,"[('돈', 1), ('가면', 1), ('맛', 1)]",중립
75,깔끔하고 다먹을 때까지 느끼하지 않아요!!찐맛집ㅠㅠ,4.4,0.8503,"[('깔끔하고', 1), ('때', 1), ('느끼하지', 1), ('맛집', 1)]",긍정
76,명불허전. 들어간 재료들은 약간 오버했다 싶을 정도로 일식 특유의 간결함이 살짝 떨어지지만 맛은 저세상 음식입니다. 분명 느끼할만 한데 그 선을 넘지 않는 깔끔함이 있어요.,4.0,0.9365,"[('명불허전', 1), ('재료', 1), ('약간', 1), ('오버', 1), ('정도', 1), ('일식', 1), ('특유', 1), ('간결함이', 1), ('살짝', 1), ('맛', 1)]",긍정
77,끝나는 시간 다 되어가도 친절히 맞아주시고 맛있었어요 ㅎㅎ,3.8,0.9834,"[('시간', 1), ('친절히', 1), ('맛있었어요', 1)]",긍정
78,국도 맛있네요 존맛탱 돈까스가 시간이 지나도 계속 부드러워요,2.9,0.9925,"[('국도', 1), ('맛있네요', 1), ('존맛', 1), ('돈까스', 1), ('시간', 1), ('계속', 1), ('부드러워요', 1)]",긍정
79,오래 걸리고 비싸지만 진짜 넘나 맛있음,5.0,0.9372,"[('비싸지만', 1), ('진짜', 1), ('맛있음', 1)]",긍정
80,가게 분위기도 깔끔하고,4.0,0.9485,"[('가게', 1), ('분위기', 1), ('깔끔하고', 1)]",긍정
81, 음식도 맛있었어요. 같이 나오는 미소국에도 고기와 건더기가 많이 있었어요. 2인이 함께 가기 추천합니다.,3.4,0.9792,"[('음식', 1), ('맛있었어요', 1), ('미소', 1), ('국', 1), ('고기', 1), ('건더기', 1), ('있었어요', 1), ('인', 1), ('가기', 1), ('추천', 1)]",긍정
82,이제 줄 안서도 되어서 좋은데 맛은 평타,5.0,0.7811,"[('이제', 1), ('줄', 1), ('좋은데', 1), ('맛', 1), ('평타', 1)]",긍정
83,넘 맛있다웨이팅도 없이 들어가고등심 안심 시켰는데개인적으론 안심이 대박국은 무국같은 맛이다고기 맛집은 국도 맛집 국-룰,4.3,0.9872,"[('안심', 2), ('국', 2), ('맛집', 2), ('맛있다', 1), ('웨이', 1), ('팅', 1), ('등심', 1), ('개인', 1), ('대박', 1), ('무국', 1)]",긍정
84,갈 때마다 후회 안 하는 곳!,4.2,0.2482,"[('때', 1), ('후회', 1), ('안', 1), ('곳', 1)]",부정
85,서비스 넘 좋아서 손님 모시기 좋을 듯처음 주시는 따뜻한 차로먹기 전부터 기대기대서비스 된장국에 혼을 갈아 넣으신듯깊은 야채육수를 돈가스집에서 맛 볼 줄이야트리플소금이 조금 나오는데정말 트리플 향이 확~퍼져서 고기 맛을 살리네요양 많습니다,4.9,0.9603,"[('서비스', 2), ('듯', 2), ('맛', 2), ('트리플', 2), ('좋아서', 1), ('손님', 1), ('시기', 1), ('좋을', 1), ('처음', 1), ('주시', 1)]",긍정
86,무난했어요,3.0,0.7349,"[('무난', 1)]",긍정
87,먹어본 돈까스 중 탑급.. 왜 유명한지 알 것 같은 맛.. 진짜 책오시다,3.5,0.6402,"[('돈까스', 1), ('중', 1), ('탑', 1), ('왜', 1), ('유명한지', 1), ('알', 1), ('것', 1), ('같은', 1), ('맛', 1), ('진짜', 1)]",중립
88,어떤 메뉴든 양은 많습니다. 단 돈가스,4.1,0.5045,"[('어떤', 1), ('메뉴', 1), ('양은', 1), ('많습니다', 1), ('단', 1), ('돈가스', 1)]",중립
89, 크림,3.5,0.4441,"[('크림', 1)]",중립
90, 치즈 정말 좋아하는데 이건 선넘었다 싶을정도로 느끼해요. 등심에는 기름자체가 붙어있고 안심에서는 고기 냄새가 납니다. 새우 튀김에 호불호 갈릴것 같습니다. 카레는 맛있어요.,3.5,0.5402,"[('치즈', 1), ('정말', 1), ('좋아하는데', 1), ('이건', 1), ('선', 1), ('정도', 1), ('느끼해요', 1), ('등심', 1), ('기름', 1), ('자체', 1)]",중립
91,찐으로 맛있는 곳.맛있는 만큼 가격이 비싸지만 후회하지 않는 곳늦게가면 웨이팅 해야해요,3.0,0.9539,"[('맛있는', 2), ('곳', 2), ('만큼', 1), ('가격', 1), ('비싸지만', 1), ('후회', 1), ('웨이', 1), ('팅', 1), ('해', 1)]",긍정
92,맛있음,2.9,0.9502,"[('맛있음', 1)]",긍정
93,안심/등심 둘 다 부드럽고 맛있어요!,4.5,0.9803,"[('안심', 1), ('등심', 1), ('둘', 1), ('부드럽고', 1), ('맛있어요', 1)]",긍정
94,맛있습니다,3.3,0.9502,"[('맛있습니다', 1)]",긍정
95,돈가스 맛집 추천,3.9,0.8938,"[('돈가스', 1), ('맛집', 1), ('추천', 1)]",긍정
96,맛집 인정!!,4.2,0.8202,"[('맛집', 1), ('인정', 1)]",긍정
97,오이시~~,4.4,0.4871,"[('오이', 1), ('시', 1)]",중립
