,document,score,review_score,most_words,Pos_Neu_Neg
52,햄버거 패티는 느끼하니 괜찮은거 같은데...야채가... 너무 없어요..느끼한거 좋아하시는분에게 추천...저는 감튀에 쉐이크까지 먹었더니...피클이 너무 그리웠어요,3.2,0.195,"[('햄버거', 1), ('패티', 1), ('느끼하니', 1), ('괜찮은', 1), ('거', 1), ('같은데', 1), ('야채', 1), ('없어요', 1), ('느끼한거', 1), ('좋아하시는', 1)]",부정
53,*Str 쉐이크+감튀 조합: 비싼 간식으로 갠춘*버거는 음.. 먹어야할일이 생긴다면 쉑버거 말고 걍 햄버거가 낫겠다. 넘 느끼함. 콜라필수(근데 콜라도비쌈) 목멕힌다,3.5,0.1868,"[('버거', 2), ('콜라', 2), ('쉐이크', 1), ('감', 1), ('조합', 1), ('비싼', 1), ('간식', 1), ('갠', 1), ('음', 1), ('야할', 1)]",부정
54,미국에서 먹던 맛이랑 비슷한데..아오 왜이렇게 더러워요? 테이블 너무 지저분하고 끈적끈적.. 옆에 소스랑 일회용품 가져가는 바 옆에서만 청소하시는 알바는 또 뭐고... 테이블에 안 닿을려고 안간힘을 씀 아 진짜 더러워서 다신 안갈래요,4.0,0.0021,"[('테이블', 2), ('끈', 2), ('옆', 2), ('미국', 1), ('맛', 1), ('비슷한데', 1), ('왜', 1), ('더러워요', 1), ('지저분하고', 1), ('소스', 1)]",부정
55,오랜만에 갔는데 예전에 비해 패티 육즙이 적고 감자 식감이 퍼석퍼석함. 미리 만들어서 스톡하는 양이 많은 것 같은데 차라리 저렴한 패스트푸드점을 가겠음. 스톡하다보니 원래의 맛도 안 나고 완전 패스트푸드화 됐는데 비싸기는 여전히 비쌈. 그때그때 구워주는 소규모 수제버거 가게나 다운타우너 등 신흥 수제버거 브랜드에 밀려 퇴출될 걱정 해야 함. 강남역이니 일반인들이 가주겠지만 품질에 민감한 매니아들 입장에서는 더이상 수제버거가 아님.,4.2,0.023,"[('버거', 3), ('함', 2), ('스톡', 2), ('패스트푸드', 2), ('그때', 2), ('수제', 2), ('만', 1), ('예전', 1), ('패티', 1), ('육즙', 1)]",부정
56,버거 좀 작고 어느 부분은 좀 짰지만 먹을만 했어요.,4.5,0.1002,"[('좀', 2), ('버거', 1), ('작고', 1), ('부분', 1)]",부정
57,앉을 자리가 있을지 없을지도 모르는데 무작정 주문부터 하라는게 말이나 되는 소린지 모르겠습니다. 고객들이 밥 먹기 전부터 테이블을 두고 서로 눈치싸움해야 하는 “문화”가 말이나 되는걸까요? 이미 자리에 앉아 먹고 있는 다른 고객마저 불편하게 만드네요,3.2,0.0149,"[('자리', 2), ('말', 2), ('고객', 2), ('있을지', 1), ('없을지도', 1), ('무작정', 1), ('주문', 1), ('하라', 1), ('게', 1), ('소린', 1)]",부정
58,너무 비싸고 짜요. 유명한만큼 기대가 컸는지 몰라도 다음엔 버거킹 갈래요 …,3.5,0.077,"[('비싸고', 1), ('유명한만큼', 1), ('기대', 1), ('다음', 1), ('버거킹', 1), ('갈래', 1)]",부정
59,맛은 나쁘지 않지만 전체적인 가성비를 따졌을 때 별로입니다. 가격은 가격대로 비싸고 속재료 얼마 있지도 않고 헬적화 완료된 느낌..,5.0,0.6531,"[('가격', 2), ('맛', 1), ('나쁘지', 1), ('전체', 1), ('가성', 1), ('비', 1), ('때', 1), ('별로', 1), ('입니다', 1), ('비싸고', 1)]",중립
60,쉐이크 피넛버터 존맛햄버거 번이 보들보들 맛있어요 안은 그냥 수제버거맛 가까우면 종종 먹을듯,3.8,0.9009,"[('쉐이크', 1), ('피넛', 1), ('버터', 1), ('존맛', 1), ('햄버거', 1), ('번', 1), ('맛있어요', 1), ('그냥', 1), ('수제', 1), ('버거', 1)]",긍정
61,쉑쉑... 예전보단 조용해진 느낌이라 좋음맛있다!! 요즘은 구렇게 짜진않은듯?? 근데 콜라랑 제로콜라 구분 어디있냐 2번물어봤는데 거기 구분해드렸어요. 라고만 귀찮다는식으로 말하는데..;; 바빠서 구런가 친절하다는 느낌은 못받았네요,4.3,0.9087,"[('느낌', 2), ('콜라', 2), ('구분', 2), ('쉑쉑', 1), ('예전', 1), ('조용해진', 1), ('좋음', 1), ('맛있다', 1), ('요즘', 1), ('구렇', 1)]",긍정
62,다른 지점보다 맛있는 것 같아요 근데 쉑쉑 자체의 문제지만 가격에 비해 버거가 너무 작아요..,1.5,0.5519,"[('다른', 1), ('지점', 1), ('맛있는', 1), ('것', 1), ('같아요', 1), ('쉑쉑', 1), ('자체', 1), ('문제', 1), ('가격', 1), ('버거', 1)]",중립
63,양이 적어서 조금 아쉽지만 맛은 있음. 비싼 메뉴보다 가장 기본 쉑버거가 제일 나음.,1.9,0.1843,"[('양', 1), ('조금', 1), ('아쉽지만', 1), ('맛', 1), ('있음', 1), ('비싼', 1), ('메뉴', 1), ('가장', 1), ('기본', 1), ('쉑버거', 1)]",부정
64,솔직히 맛없어용 동네 수제버거집이 더 잘할듯,3.8,0.0271,"[('솔직히', 1), ('맛없어용', 1), ('동네', 1), ('버거', 1), ('집', 1), ('더', 1)]",부정
65,금방 나와서 좋았고 감튀 제 스퇄이네요버거는 제 입맛엔 좀 짰어요빵이 쫄깃하니 맛있네요,4.1,0.8893,"[('제', 2), ('금방', 1), ('좋았고', 1), ('감', 1), ('스퇄', 1), ('버거', 1), ('입맛', 1), ('좀', 1), ('빵', 1), ('쫄깃하', 1)]",긍정
66,이 가격에 햄버거 크기는 겨우? 감튀 맛있었고 감튀에 쉐이크 찍어먹는거 맛있었음. 한번 경험해봤으니 이걸로 만족함,3.8,0.9785,"[('감', 2), ('이', 1), ('가격', 1), ('햄버거', 1), ('크기', 1), ('겨우', 1), ('맛있었고', 1), ('쉐이크', 1), ('맛있었음', 1), ('한번', 1)]",긍정
67,기대에 못미쳤어요ㅠ,3.3,0.0381,"[('기대', 1), ('미쳤어요', 1)]",부정
68,패티는 굿 다만 주변이 너무 소란스러움,3.4,0.9127,"[('패티', 1), ('굿', 1), ('다만', 1), ('주변', 1), ('소란스러움', 1)]",긍정
69,맛나요!,2.7,0.7566,"[('맛', 1), ('요', 1)]",긍정
70,번...반죽 뭉쳐놓은 것 같음. 패티와 소스는 자극적이고 훌륭!,4.4,0.9074,"[('번', 1), ('반죽', 1), ('것', 1), ('같음', 1), ('패티', 1), ('소스', 1), ('자극', 1), ('훌륭', 1)]",긍정
71,존맛 내 최애 버거집,1.0,0.8757,"[('존맛', 1), ('내', 1), ('최애', 1), ('버거', 1), ('집', 1)]",긍정
72,빵이 쫀득해서 맛있음,3.7,0.9492,"[('빵', 1), ('쫀득해', 1), ('맛있음', 1)]",긍정
73, 메뉴 5~8분 밖에 안 걸림,3.1,0.5188,"[('메뉴', 1), ('안', 1)]",중립
74, 혼밥용 테이블도 있음.근데 밀크셰이크는 왜 먹는지 모르겠음...,4.6,0.4215,"[('혼밥용', 1), ('테이블', 1), ('있음', 1), ('밀크셰이크', 1), ('왜', 1)]",중립
75,맛은 있지만 이 가격에 먹는다? ㄴㄴ,4.0,0.2011,"[('맛', 1), ('있지만', 1), ('이', 1), ('가격', 1)]",부정
76,그냥뭐..,4.2,0.0374,"[('뭐', 1)]",부정
77,슈롬버거 짱맛,3.9,0.7777,"[('슈롬', 1), ('버거', 1), ('맛', 1)]",긍정
78,치킨도 튀김옷에서부터 느껴지는 감칠맛?바삭바삭하니 맛있어요미국 본점에서 먹었던 것보다 맛있게 먹었어요,3.9,0.9888,"[('치킨', 1), ('튀김', 1), ('옷', 1), ('감칠맛', 1), ('바삭바삭하니', 1), ('맛있어요', 1), ('미국', 1), ('본점', 1), ('것', 1), ('맛있게', 1)]",긍정
79,비싸기는 엄청 비싸고 양도 작고... 패티 자체는 맛있는데 햄버거 크기도 작고.... 진짜 그냥 한번쯤 먹어볼 맛이에요... 체즈프라이는 살짝 허브향이 느껴져서 제 스타일은 아니였어요 오리지널 프라이가 더 맛있었을것 같네요 전,4.3,0.2533,"[('작고', 2), ('프라이', 2), ('비싸기는', 1), ('비싸고', 1), ('양도', 1), ('패티', 1), ('자체', 1), ('맛있는데', 1), ('햄버거', 1), ('크기', 1)]",부정
80,왜때문에 첫입만 맛있고 먹으면 먹을수록 아무맛도 안나는거죠,3.4,0.263,"[('왜', 1), ('때문', 1), ('입', 1), ('맛있고', 1), ('맛', 1)]",부정
81,쉑쉑은 왠만하면 다 맛있지만 원픽은 강남점,4.3,0.6406,"[('쉑쉑', 1), ('왠만하면', 1), ('맛있지만', 1), ('원픽', 1), ('강남', 1), ('점', 1)]",중립
82,쾌적한 환경에서 맛있는 햄버거! 맛있게 잘먹었습니다:),3.5,0.9788,"[('쾌적한', 1), ('환경', 1), ('맛있는', 1), ('햄버거', 1), ('맛있게', 1)]",긍정
83,매장도 넓고 햄버거 너무 맛있음,5.0,0.9817,"[('매장', 1), ('넓고', 1), ('햄버거', 1), ('맛있음', 1)]",긍정
84,갈때마다 맛있고 특히 강남점이 좀더 쾌적합니다. 사치스런 혼밥먹고싶을때 가는곳입니다. “미국보다 서울이 더낫다” 는 현지 유투버도 있고요,4.4,0.9071,"[('때', 2), ('맛있고', 1), ('강남', 1), ('점', 1), ('좀더', 1), ('쾌적합니다', 1), ('사치스런', 1), ('혼밥', 1), ('곳', 1), ('입니다', 1)]",긍정
85, 여튼 아래 댓글보니 정말 맛에대한 평가는 모두 다른것 같네요. 제 기준에서,3.6,0.6,"[('여', 1), ('아래', 1), ('댓글', 1), ('정말', 1), ('맛', 1), ('대한', 1), ('평가', 1), ('모두', 1), ('다른것', 1), ('같네요', 1)]",중립
86, 제가 가본 현지매장보다 (미 서부 2-3곳) 강남점을 더 좋아하는 이유는,4.2,0.7391,"[('제', 1), ('매장', 1), ('미', 1), ('서부', 1), ('곳', 1), ('강남', 1), ('점', 1), ('더', 1), ('좋아하는', 1), ('이유', 1)]",긍정
87,1) 미국 현지보다 매장 깔끔하고 오픈 키친 (한국패치 완료.. 특히 미국에선 소스담는곳 근처 굉장히 지저분해서 순간 밥맛 잃지만 여긴 아주 깔끔함)2) 마요네즈 개별포장 (개취)3) 덜 기름지고 덜짠데 육즙 충분함 (이건 현지화하면서 어쩔수 없는 타협 같네요. 미국수준으로 기름지면 국내 소비자가 감당하기 쉽지않을듯)4) 직원 친절가격은 비슷하고요. 다만 생오이 들어간 고추장버거는 정말 이해가 어렵네요... 더블 쉑 버거나 쉑버거 드시기 바랍니다. 오늘도 맛있게 잘먹고 갑니다 ^^,3.3,0.9365,"[('미국', 3), ('버거', 3), ('현지', 2), ('덜', 2), ('쉑', 2), ('매장', 1), ('깔끔하고', 1), ('오픈', 1), ('키친', 1), ('한국', 1)]",긍정
88,안쪽 자리 환기가 너무 안됌..,3.2,0.0367,"[('안쪽', 1), ('자리', 1), ('환기', 1)]",부정
89,다른 지점도 가봐야겠지만 강남역점은 진짜 변했음 이게 뭐가 쉑쉑버거야 그럼 미국에서 먹던  쉑쉑은 쒝쒝인가. 강남역점 버거 진짜 부실하고 맛도 별로였음. 솔직히 초반에는 맛은 있었지만 그 때도 아 부실하다 싶었음. 진짜 초심이라도 지켰으면 좋겠음,4.9,0.023,"[('진짜', 3), ('강남', 2), ('역점', 2), ('맛', 2), ('다른', 1), ('지점', 1), ('변했음', 1), ('이', 1), ('뭐', 1), ('쉑쉑버거', 1)]",부정
90,고기가 너무 짜고 의자가 불편해요 ㅠㅠ,4.0,0.0247,"[('고기', 1), ('의자', 1), ('불편해요', 1)]",부정
91,맛있엉 ㅠㅠ집 주변에 있으면 자주 가는데 아쉽,4.4,0.8999,"[('맛있', 1), ('집', 1), ('주변', 1), ('있으면', 1), ('자주', 1), ('아쉽', 1)]",긍정
92,여기가 맛있음,3.9,0.9502,"[('여기', 1), ('맛있음', 1)]",긍정
93,Good,3.4,0.4542,[],중립
94,가끔 먹으면 굿 비싸긴 함;,4.5,0.8191,"[('가끔', 1), ('굿', 1), ('비싸긴', 1), ('함', 1)]",긍정
95,아침이라 사람없고 빨리나와서 좋았어요,5.0,0.9394,"[('아침', 1), ('사람', 1), ('없고', 1), ('좋았어요', 1)]",긍정
96,쉭쉑버거보다 쉐이크에 감튀찍어먹으러 가는듯근데 가격 너무 깡패,5.0,0.233,"[('쉭쉑버거', 1), ('쉐이크', 1), ('감', 1), ('가격', 1), ('깡패', 1)]",부정
97,깔끔한 햄버거,5.0,0.9023,"[('깔끔한', 1), ('햄버거', 1)]",긍정
98, 맛은 불만 없음주문받던 뚱뚱한 아줌마가 왜그런진 모르겠는데 전 사람부터 계속 화나있었고 나에게도 화나있는 상태로 주문을 받음ㅎㅎ귀찮으니 빨리 주문이나 하라는 태도..ㅜ,3.2,0.0098,"[('주문', 3), ('맛', 1), ('불만', 1), ('없음', 1), ('뚱뚱한', 1), ('아줌마', 1), ('왜', 1), ('그런진', 1), ('전', 1), ('사람', 1)]",부정
99,수제버거 안듯 아닌듯 ㅎㅎ여튼 맛있는건 맛있는거자나여?? ㅎㅎ,4.3,0.9854,"[('수제', 1), ('버거', 1), ('아닌듯', 1), ('여', 1), ('맛있는건', 1), ('맛있는거자', 1), ('나', 1)]",긍정
100,센트럴보다 강남점이 훨씬 맛있는 이유가 뭘까용? 양쪽에서 여러번 먹어봐도 한결같이 센트럴은 맛없고 강남은 존맛탱,4.0,0.8654,"[('센트럴', 2), ('강남', 2), ('점', 1), ('맛있는', 1), ('이유', 1), ('뭘', 1), ('양쪽', 1), ('번', 1), ('맛없고', 1), ('존맛', 1)]",긍정
101,오랜만에 갔는데 쾌적하고 좋네요^^~ 가격이 살짝 비싸지만 약간 밋밋한 맛으로 먹기 좋았어요~^^ 첫날 오픈했을때는 웨이팅이 대박 길었었는데 몇년 지나니 웨이팅은 없어서 좋네요~,3.8,0.9852,"[('좋네요', 2), ('웨이팅', 2), ('만', 1), ('쾌적하고', 1), ('가격', 1), ('살짝', 1), ('비싸지만', 1), ('약간', 1), ('밋밋한', 1), ('맛', 1)]",긍정
102,맛은 정말 인정. 홍콩에서 처음 먹고 맛있게 먹었어서 강남점도 방문했는데 역시나 맛있네요. 근데 시간도 오래 걸리고 서비스라던가 정신 없는 건 여전해요ㅠㅠ 그래도 테이크아웃해서 맥주랑 먹으니 꿀맛! 참고로 테이크아웃 20분 넘게 기다렸었어요.,3.7,0.9234,"[('테이크아웃', 2), ('맛', 1), ('정말', 1), ('인정', 1), ('홍콩', 1), ('처음', 1), ('맛있게', 1), ('강남', 1), ('점도', 1), ('방문', 1)]",긍정
103,주문 받으시는 분.... 얼굴에 짜증 제대로 네요..모기가 장난 아니네요 ㅠㅠ,3.1,0.0137,"[('주문', 1), ('분', 1), ('얼굴', 1), ('짜증', 1), ('제대로', 1), ('모기', 1), ('장난', 1), ('아니네요', 1)]",부정
104,괜찮다,4.3,0.8265,"[('괜찮다', 1)]",긍정
105,주방에 안경쓰시고 조금 짬(?) 높으신분으로 보이시는 분 한국어 햇갈려서 잘못주문해서 추가로 토핑 부탁드렸는데 친절하시게 해주셔서 감사합니다맛이나 가격은 런던에서 먹은거랑 비슷 (가성비 구림 솔직히....)  그리고 모기가 정말 많습니다 ㅠㅠ,4.5,0.7566,"[('주방', 1), ('안경', 1), ('쓰시', 1), ('조금', 1), ('짬', 1), ('높으', 1), ('신분', 1), ('보이시', 1), ('분', 1), ('한국어', 1)]",긍정
106,그냥 수제버거맛,4.6,0.152,"[('그냥', 1), ('수제', 1), ('버거', 1), ('맛', 1)]",부정
107,그냥 맥도날드 간다....,4.0,0.2168,"[('그냥', 1), ('맥도날드', 1), ('간다', 1)]",부정
108,익히 듣던대로 직원들 응대가 끔찍하다. 진동벨 스티커는 뭐 약올리는 건지???? 입구접객부터 주문까지 경험이 너무 구려서 스티커에 문구도 빡치네,1.9,0.0045,"[('스티커', 2), ('직원', 1), ('응대', 1), ('끔찍하다', 1), ('진동', 1), ('벨', 1), ('뭐', 1), ('약', 1), ('입구', 1), ('접객', 1)]",부정
109,매장이 청결하지 않음. 주문이 오래걸리는 패스트푸드.,4.1,0.2438,"[('매장', 1), ('청결하지', 1), ('주문', 1), ('패스트푸드', 1)]",부정
110,지금 포장으로 주문해서 집으로 받아왔는데 진짜 별점1점도 아까워요. 배달만 급하고 직접 방문한 손님은 안중에도 없는듯~~ 객장에 손님도 없는데 20분 기다려야 한다고해서 그려러니 하고 기다렸는데 배달주문만 빼고 객장에서 기다리는 사람은 너네는 기다려라 나는 모른다 식. 기다리다 지쳐서 30분이 지나서 아직도 더 기다려야하냐고 픽업장소 직원에게 물어보니 아 이제 나와요 하면서 안쪽에서 바로 가져다 줌. 하 참 기가막혀서 이럴거면 진작주지 ㅜㅜ 다시는 안감! 글구 주위에 있는 사람에게도 절대 추천안함. 아는 모든 사람에게 앞으로 쭈욱 비추하겠슴.,3.6,0.0055,"[('사람', 3), ('주문', 2), ('배달', 2), ('손님', 2), ('객', 2), ('지금', 1), ('포장', 1), ('집', 1), ('진짜', 1), ('점', 1)]",부정
111,shroom burger,4.7,0.4542,[],중립
112,냠냠굿 좋아요 감자튀김은 뭐 올라간 거 말고 마요네즈 찍어먹는 게 제일 맛있어요,3.7,0.9426,"[('굿', 1), ('좋아요', 1), ('감자', 1), ('튀김', 1), ('뭐', 1), ('거', 1), ('마요네즈', 1), ('게', 1), ('제일', 1), ('맛있어요', 1)]",긍정
113,덤탱이가 심하다   이전보다 짜다   초등생이 이전에는 맛나던데 이전에 맛나다는 소리안함    콜라는 동네슈퍼나 근처 편의점에서 사서 가는걸 추천.   음료수 없이도 간단히 주문해도  3만 원에서 3만 5천 원 사이 가볍게 나옴 최근에 버거킹 프리미엄라인 먹었는데 별 차이도 없어        사진 속 음식 세 개 가격이 2만원 후반 ㅋ,3.3,0.0042,"[('이전', 3), ('맛', 2), ('원', 2), ('덤탱이', 1), ('심하다', 1), ('초등생', 1), ('던데', 1), ('소리', 1), ('안함', 1), ('콜라', 1)]",부정
114,맛있지만 엄청 맛있진 않음. 감자튀김은 신선하고 기름맛도 안나요. 그냥 감자 바로 집에서 튀기면 나는 맛 있잖아요 그맛이나요. 신기하게. 다른 패스트부드점은 눅진한 맛이나는데. 여긴감자튀김이 신선함ㅋㅋㅋ 매번 새기름으로 하나... 버거는 고기가 소고기 구워먹는 훈연한맛이 나고 참 맛있죠. 근데 빵도 맛있어서 빵이 좀 달고 고소하거든요? 그래서 그빵이랑 버거패티가 만나면 둘다 고소해서 좀 질린다고 해야하나.... 고기도 향이 강하고 스모키한것이 고기맛이 확나는데. 빵고 고소하고 쫄깃하고 빵맛이 확나니까. 두개가 합쳐져서 좀 뭔가 조화가 너무 강한 맛이죠. 빵이 담백하면 고기맛이 더 맛있게 느껴지긴 하겠어요. 패티향이 여튼 강해서 치즈랑 상추 토마토등이 들어있지만ㅋㅋㅋ 전혀 존재감 안느껴짐ㅋㅋㅋ건강한 햄버거맛이죠. 근데 맛 너무맛있어 존맛탱은 모르겠어요. 빵이거슬림...... 하지만 적당히 맛있어요.,4.4,0.9757,"[('맛', 9), ('빵', 6), ('감자', 3), ('좀', 3), ('튀김', 2), ('기름', 2), ('버거', 2), ('고기', 2), ('패티', 2), ('향', 2)]",긍정
115,솔직히 비싼건 정말 맞아요할라페뇨 햄버거와 후라이 시켰는데 15400원 받는 햄버거 체인점은 전국에서 쉐이크쉑밖에 없을꺼에요하지만 가격과 별개로 쉐이크쉑은 항상 갈때마다 느끼는건데,3.1,0.5253,"[('햄버거', 2), ('쉐이크', 2), ('쉑', 2), ('솔직히', 1), ('비싼건', 1), ('정말', 1), ('할라페뇨', 1), ('후', 1), ('라이', 1), ('체인점', 1)]",중립
116, 번부터 안에 들어가는 내용물까지 엄청 맛있고 신선하다는 느낌이 들어요할라페뇨 버거와 후라이도 정말 맛있었지만,2.7,0.9854,"[('번', 1), ('안', 1), ('내용물', 1), ('맛있고', 1), ('신선하다는', 1), ('느낌', 1), ('할라페뇨', 1), ('버거', 1), ('후', 1), ('라이', 1)]",긍정
117, 아무래도 오리지날 쉑버거는 못이길것같습니다,3.4,0.3063,"[('오리', 1), ('쉑버거', 1), ('같습니다', 1)]",부정
118,치킨버거 너무 짰어요쉑버거는 좋았습니다,3.5,0.46,"[('버거', 2), ('치킨', 1), ('쉑', 1), ('좋았습니다', 1)]",중립
119,할라피뇨 쌉꿀맛,4.1,0.8188,"[('할라피뇨', 1), ('꿀맛', 1)]",긍정
120,1인 2버거 가능 ,3.6,0.4633,"[('인', 1), ('버거', 1), ('가능', 1)]",중립
121,넘 맛있었어요.....강남점 패티가 젤 맛나요!,4.1,0.9663,"[('맛있었어요', 1), ('강남', 1), ('점', 1), ('패티', 1), ('젤', 1), ('맛', 1), ('요', 1)]",긍정
122,사람들 기대치가 워낙 높은듯난 만족,4.1,0.9631,"[('사람', 1), ('치가', 1), ('워낙', 1), ('높은', 1), ('듯', 1), ('만족', 1)]",긍정
123,부드러운빵,1.6,0.8259,"[('부드러운', 1), ('빵', 1)]",긍정
124,육즙 풍부한 패티는 좋은데..   패티에 미국 블랙앵거스 특유의 암내가 있음.. 서양인 암내라고 할까~ ..   한국인이 이 암내를 못느낀다면..  미식가가 아님..손님은 많고..시급은 적고,3.6,0.9621,"[('암내', 3), ('패티', 2), ('육즙', 1), ('풍부한', 1), ('좋은데', 1), ('미국', 1), ('블랙', 1), ('앵거스', 1), ('특유', 1), ('있음', 1)]",긍정
125, 손님 대응 서비스 교육과,4.4,0.2119,"[('손님', 1), ('대응', 1), ('서비스', 1), ('교육', 1)]",부정
126, 투명한 주방 교육이 안되있는 느낌이 매우 강함...~손님과 매출이 많으면  많은 직원이 케어를 해야 하는데..  이건 그냥  손님들이 알아서 해야하는 상황,4.9,0.556,"[('손님', 2), ('투명한', 1), ('주방', 1), ('교육', 1), ('안되있는', 1), ('느낌', 1), ('매우', 1), ('강함', 1), ('매출', 1), ('많으면', 1)]",중립
127, 그것도 이미 널부러져 있어서  매우 불결함..~대중적 식당임에도.. 청소하는 사람,4.6,0.2598,"[('그것', 1), ('널', 1), ('있어서', 1), ('매우', 1), ('불결함', 1), ('대중', 1), ('식당', 1), ('임', 1), ('청소', 1), ('사람', 1)]",부정
128,치우는 사람이 별도로 없음 .. 방문 2회당 1회 방문 때마다 음식물,3.9,0.8888,"[('방문', 2), ('사람', 1), ('별도', 1), ('없음', 1), ('때', 1), ('음식물', 1)]",긍정
129,휴지,2.6,0.3033,"[('휴지', 1)]",부정
130,쓰래기등 널브러져 있고.. 개판임.. 그냥  손님은 비싼 돈내고..  빨리 먹고. 꺼지라는  마인드~~ 이세상에서 가장맛없는 감자 튀김과.. 이세상에 가장 맛없는 몰트맥주,5.0,0.0015,"[('세상', 2), ('가장', 2), ('맛없는', 2), ('쓰래', 1), ('등', 1), ('널브러져', 1), ('있고', 1), ('개판', 1), ('임', 1), ('그냥', 1)]",부정
131,  맥아맛만 강하고 쓴 맛없는 맥주가 서브 메뉴임..서업주야 히트를 쳐서 빼먹을거 다빼먹었으니  망해도  아쉴거 없을듯..,2.7,0.0226,"[('맥아', 1), ('맛', 1), ('강하고', 1), ('맛없는', 1), ('맥주', 1), ('서브', 1), ('메뉴', 1), ('임', 1), ('업주', 1), ('히트', 1)]",부정
132,The food is tasty,4.1,0.4542,[],중립
133, but a little oily. I am disappointed and uncomfortable because they only took my boyfriend and my temperature and checked no Korean customers. I feel like that's unfair.,4.2,0.4542,[],중립
134,맛은 그냥 미국에서 먹던맛의 30%? ㅋ 직원들이 프로모션 정보 숙지가 잘 안되는듯,3.5,0.0271,"[('맛', 2), ('그냥', 1), ('미국', 1), ('직원', 1), ('프로모션', 1), ('정보', 1), ('숙지', 1), ('안되는듯', 1)]",부정
135,와 이렇게 맛없는 수제버거가!!뉴욕에서 정말 맛있게 먹은기억에 기대가지고 시켰는데 동네 수제버거집보다 맛없고 감자는 기름에 쩔은맛.버거하나를 다 못 먹을정도라니별하나도 아까운데 안줄수 없는 모양이네요,4.5,0.1865,"[('버거', 2), ('맛없는', 1), ('뉴욕', 1), ('정말', 1), ('맛있게', 1), ('기억', 1), ('동네', 1), ('집', 1), ('맛없고', 1), ('감자', 1)]",부정
136,미국 여행 갔을 때 뉴욕 본점에서 먹고 강남에서 먹어봤는데,1.0,0.9185,"[('미국', 1), ('여행', 1), ('때', 1), ('뉴욕', 1), ('본점', 1), ('강남', 1)]",긍정
137, 여기서 친구랑 먹고 쌍으로 좍좍 함.,4.5,0.369,"[('여기', 1), ('친구', 1), ('쌍', 1), ('좍좍', 1), ('함', 1)]",중립
138,코로나때문에 손소독제하고 열체크하고 미쿸버거라 이리 짠진 몰라도 맛나군,4.0,0.2872,"[('코로나', 1), ('때문', 1), ('손소독제', 1), ('체크', 1), ('미쿸버거', 1), ('맛', 1), ('군', 1)]",부정
139,가격은 조금 비싸지만맛은 보증합니다 ~,3.3,0.1588,"[('가격', 1), ('조금', 1), ('비싸지만', 1), ('맛', 1), ('보증', 1)]",부정
140,친절해요,4.9,0.9066,"[('친절해요', 1)]",긍정
141,맛남,2.8,0.7183,"[('맛남', 1)]",긍정
142,역시 쉑버거와 밀크쉐이크 조합 존맛,4.3,0.9589,"[('역시', 1), ('쉑버거', 1), ('밀크쉐이크', 1), ('조합', 1), ('존맛', 1)]",긍정
143,굳,3.0,0.9239,"[('굳', 1)]",긍정
144,쉑버거만 먹었을 때도 맛있었는데쉑스택먹고 반해버림 비싸도 계속 찾게 됨ㅠㅜ버섯 좋아하고 치즈 좋아하는 사람은 쉑스택의 노예가 될꺼임지금도 먹으러 가는 중가격 점 낮춰줬음 좋겠음ㅠㅜ(갠적으로 쉐이크는 맛있는데 버거 감튀랑 어울리는진 모르게씀;;),3.2,0.8905,"[('쉑버거', 1), ('때', 1), ('맛있었는데', 1), ('쉑', 1), ('스택', 1), ('반해', 1), ('비싸도', 1), ('계속', 1), ('버섯', 1), ('좋아하고', 1)]",긍정
145,입에서는 맛있는데 소화가 진짜..ㅠㅠ 젊은인데도 하루종일 배 너무아프다 위장 약한사람들은 하나 다 먹지 말고 하나시켜서 나눠먹는게 좋음 소고기패티는 너무두껍고 그렇다고 슈룸버거는 너무기름져서 뭘 먹어도 배아픔,2.6,0.5449,"[('하나', 2), ('입', 1), ('맛있는데', 1), ('소화', 1), ('진짜', 1), ('젊은인데도', 1), ('하루', 1), ('종일', 1), ('배', 1), ('아프다', 1)]",중립
146,방문일:2020.03.15,3.7,0.5042,"[('방문', 1), ('일', 1)]",중립
147," 12:00불만 1 : 테이블에 음식물 떨어진게 있어(심지어 눌러붙어 있었음) 직원분  불렀더니 멀리서 ""왜요?"" 라고 함불만 2 :  다른 직원이 오더니 소독제랑 테이블 닦고 가는데 테이블 닦은 천이 까맣게 되어있는 상태였음. 닦아서 까만거였는지 원래 까만거였는지 모르겠음불만 3 : 버거종류 2개 시켰는데 빵이 차가움처음 와봤지만 비추고다신 오지 않을듯 합니다.",3.9,0.0047,"[('불만', 3), ('테이블', 3), ('직원', 2), ('까만거였는지', 2), ('음식물', 1), ('있어', 1), ('심지어', 1), ('있었음', 1), ('멀리', 1), ('왜', 1)]",부정
148,맛있어요!,3.3,0.9502,"[('맛있어요', 1)]",긍정
149,분명 작년에 괜찮있던거같은데 지금은 맥도날드 버거킹보다 못함,1.0,0.2184,"[('분명', 1), ('작년', 1), ('괜찮있던거', 1), ('같은데', 1), ('지금', 1), ('맥도날드', 1), ('버거킹', 1)]",부정
150,양에 비해 가격이 비싸고 감튀는 냉동한 거 튀긴맛이에요,4.3,0.0788,"[('양', 1), ('가격', 1), ('비싸고', 1), ('감', 1), ('냉동', 1), ('거', 1), ('맛', 1)]",부정
